85,Tekken Tag Tournament,PS2,2000,Fighting,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05
93,StarCraft II: Wings of Liberty,PC,2010,Strategy,Activision,2.25,1.01,0.00,0.78,4.04
88,Star Fox 64,N64,1997,Shooter,Nintendo,2.78,0.58,0.64,0.04,4.03
60,Golf,NES,1984,Sports,Nintendo,1.22,0.28,2.46,0.04,4.01
90,Forza Motorsport 2,X360,2007,Racing,Microsoft Game Studios,2.32,1.23,0.03,0.42,4.00
94,The Elder Scrolls IV: Oblivion,X360,2006,Role-Playing,Take-Two Interactive,2.52,0.95,0.13,0.39,3.99
59,Namco Museum: 50th Anniversary,PS2,2005,Misc,Namco Bandai Games,2.08,1.35,0.00,0.54,3.98
91,Forza Motorsport 4,X360,2011,Racing,Microsoft Game Studios,1.78,1.71,0.06,0.42,3.97
84,Professor Layton and the Diabolical Box,DS,2007,Adventure,Nintendo,0.81,1.67,0.92,0.56,3.96
80,Assassin's Creed: Revelations,X360,2011,Action,Ubisoft,2.08,1.43,0.03,0.40,3.94
91,World of Warcraft: The Burning Crusade,PC,2007,Role-Playing,Activision,2.57,1.36,0.00,0.00,3.93
56,Carnival Games,Wii,2007,Misc,Take-Two Interactive,2.04,1.38,0.05,0.46,3.92
80,Donkey Kong Land,GB,1994,Platform,Nintendo,1.97,0.76,1.07,0.11,3.91
90,Tony Hawk's Underground,PS2,2003,Sports,Activision,2.29,1.17,0.01,0.42,3.90
80,Assassin's Creed: Revelations,PS3,2011,Action,Ubisoft,1.29,1.81,0.08,0.71,3.89
88,Tekken 5,PS2,2005,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.70,3.87
88,Dragon Quest III,NES,1988,Role-Playing,Enix Corporation,0.10,0.00,3.77,0.00,3.87
87,World Soccer Winning Eleven 8 International,PS2,2004,Sports,Konami Digital Entertainment,0.16,1.89,1.12,0.68,3.85
81,EA Sports Active,Wii,2009,Sports,Electronic Arts,2.06,1.26,0.06,0.47,3.85
62,Namco Museum Vol.1,PS,1995,Misc,Sony Computer Entertainment,2.12,1.44,0.22,0.06,3.84
81,RollerCoaster Tycoon,PC,N/A,Strategy,Microprose,3.82,0.01,0.00,0.00,3.83
100,The Legend of Zelda: Link's Awakening,GB,1992,Action,Nintendo,2.21,0.96,0.54,0.13,3.83
70,Flash Focus: Vision Training in Minutes a Day,DS,2007,Misc,Nintendo,0.85,1.53,1.05,0.36,3.79
91,World of Warcraft: Wrath of the Lich King,PC,2008,Role-Playing,Activision,2.41,1.36,0.00,0.00,3.78
77,MotorStorm,PS3,2006,Racing,Sony Computer Entertainment,1.50,1.53,0.06,0.68,3.77
69,Resident Evil Director's Cut,PS,1996,Action,Virgin Interactive,1.82,1.24,0.47,0.25,3.77
80,The Sims: Unleashed,PC,2002,Simulation,Electronic Arts,2.03,1.56,0.00,0.17,3.76
